Profile,Depth/ms,Heave/m,Throw/ms,Depth/m
13,3163.28,51.6864,37.6511,2816.670475
13,3175.6,50.2799,35.6718,2832.0106
13,3183.81,53.2524,37.6986,2842.317475
13,3193.33,58.8936,35.7203,2854.353325
13,3202.75,60.8173,36.5193,2866.351956
13,3210.97,64.8126,39.242,2876.894599
13,3221.86,64.8126,37.7031,2890.965732
13,3229.89,52.6639,39.3052,2901.417379
13,3239.32,62.8889,39.242,2913.773555
13,3250.63,53.1237,37.9695,2928.710389
13,3265.99,45.7382,32.9546,2949.200783
13,3275.12,46.6584,35.3736,2961.492091
13,3287.19,46.2606,33.6281,2977.869331
13,3299.62,45.2888,32.1862,2994.887306
13,3321.67,51.051,28.2625,3025.456213
13,3332.54,40.8213,27.9192,3040.704704
13,3346.08,45.4753,27.2166,3059.863939
13,3361.19,44.2414,26.0682,3081.461191
13,3373.36,34.3122,18.8745,3099.022197
13,3390.66,41.2847,16.0993,3124.24058
13,3407.51,35.2528,18.941,3149.090707
13,3419.38,32.4521,18.6372,3166.766858
13,3427.17,39.0264,22.0437,3178.443873
13,3448.23,10.3373,5.70477,3210.316077
13,3459.94,8.93217,3.79546,3228.22986
14,2675.68,21.9001,9.11503,2331.420707
14,2692.15,26.6353,10.3698,2343.931566
14,2708.57,13.683,15.5283,2356.674471
14,2717.02,15.1236,16.1702,2363.337254
14,2724.73,21.1072,17.9075,2369.478847
14,2735.06,20.0423,16.9376,2377.800644
14,2742.89,34.4039,15.722,2384.179549
14,2757.67,17.5901,15.8749,2396.387533
14,2773.85,19.6298,17.4296,2410.002356
14,2783.67,17.3991,14.9834,2418.393153
14,2798.79,21.985,17.473,2431.501135
14,2807.2,21.4006,19.3362,2438.89096
14,2816.02,23.1691,20.7693,2446.717034
14,2824.39,21.8187,21.3539,2454.215759
14,2847.87,27.0648,24.588,2475.625527
14,2873.05,21.7015,25.7438,2499.198036
14,2897.41,25.2223,30.7919,2522.606291
14,2914.29,31.6785,29.8543,2539.174855
14,2929.56,31.8502,30.2482,2554.408589
14,2940.46,29.5121,28.3301,2565.425328
14,2964,46.6118,34.8472,2589.6228
14,2994.2,43.2013,30.7993,2621.47776
14,3005.98,44.4485,29.4941,2634.150566
14,3023.61,49.0164,31.3052,2653.375993
14,3043.66,33.1643,34.5385,2675.61816
14,3061.77,39.0388,32.1293,2696.053755
14,3071.82,52.0221,33.1086,2707.53583
14,3084.73,40.1919,36.8146,2722.433647
